symbol,instrument_token,tradingsymbol,name,last_price,lot_size
NSE:TCPLPACK,47105,TCPLPACK,TCPL PACKAGING,0,1
NSE:TCS,2953217,TCS,TATA CONSULTANCY SERV LT,0,1
NSE:TDPOWERSYS,6445569,TDPOWERSYS,TD POWER SYSTEMS,0,1
NSE:TEAMGTY,2743553,TEAMGTY,TEAM INDIA GUARANTY,0,1
NSE:TEAMLEASE,3255297,TEAMLEASE,TEAMLEASE SERVICES,0,1
NSE:TECHINAV,2551041,TECHINAV,TECH INAV,0,1
NSE:TECHM,3465729,TECHM,TECH MAHINDRA,0,1
NSE:TECHNOE,1649921,TECHNOE,TECHNO ELEC & ENG CO.,0,1
NSE:TECHNVISN,195312385,TECHNVISN,TECHNVISION VENTURES,0,1
NSE:TECILCHEM,883969,TECILCHEM,TECIL CHEMICALS,0,1
NSE:TEGA,1818881,TEGA,TEGA INDUSTRIES,0,1
NSE:TEJASNET,5409537,TEJASNET,TEJAS NETWORKS,0,1
NSE:TEMBO,838401,TEMBO,TEMBO GLOBAL IND,0,1
NSE:TENNIND,194529281,TENNIND,TENNECO CLEAN AIR INDIA L,0,1
NSE:TERASOFT,4938753,TERASOFT,TERA SOFTWARE,0,1
NSE:TEXINFRA,2956545,TEXINFRA,TEXMACO INFRA & HOLDG,0,1
NSE:TEXMOPIPES,4662785,TEXMOPIPES,TEXMO PIPE & PRODUCTS,0,1
NSE:TEXRAIL,5587969,TEXRAIL,TEXMACO RAIL & ENG.,0,1
NSE:TFCILTD,887297,TFCILTD,TOURISM FINANCE CORP. OF,0,1
NSE:TFL,3665665,TFL,TRANSWARRANTY FIN.,0,1
NSE:TGBHOTELS,3739393,TGBHOTELS,TGB BANQUETS&HOTELS,0,1
NSE:THAKDEV,195314945,THAKDEV,THAKKERS DEVELOPERS,0,1
NSE:THANGAMAYL,4638209,THANGAMAYL,THANGAMAYIL JEWELLERY,0,1
NSE:THEINVEST,5485313,THEINVEST,THE INVEST TRUST OF IND L,0,1
NSE:THEJO,4935425,THEJO,THEJO ENGINEERING,0,1
NSE:THELEELA,193795585,THELEELA,LEELA PALACES HOTEL,0,1
NSE:THEMISMED,3708161,THEMISMED,THEMIS MEDICARE,0,1
NSE:THERMAX,889601,THERMAX,THERMAX,0,1
NSE:THOMASCOOK,891137,THOMASCOOK,THOMAS COOK (INDIA),0,1
NSE:THOMASCOTT,7940353,THOMASCOTT,THOMAS SCOTT (INDIA),0,1
NSE:THYROCARE,4360193,THYROCARE,THYROCARE TECH,0,1
NSE:TI,4914177,TI,TILAKNAGAR INDUSTRIES,0,1
NSE:TICL,4992257,TICL,TWAMEV CONS AND INFRA,0,1
NSE:TIIL,3641089,TIIL,TECHNOCRAFT IND,0,1
NSE:TIINDIA,79873,TIINDIA,TUBE INVEST OF INDIA,0,1
NSE:TIJARIA,6523393,TIJARIA,TIJARIA POLYPIPES,0,1
NSE:TIL,891905,TIL,TIL,0,1
NSE:TIMETECHNO,3764993,TIMETECHNO,TIME TECHNOPLAST,0,1
NSE:TIMEX,195316225,TIMEX,TIMEX GROUP INDIA,0,1
NSE:TIMKEN,3634689,TIMKEN,TIMKEN INDIA,0,1
NSE:TINNARUBR,193541121,TINNARUBR,TINNA RUBBER AND INFR,0,1
NSE:TIPSFILMS,2911745,TIPSFILMS,TIPS FILMS,0,1
NSE:TIPSMUSIC,2333953,TIPSMUSIC,TIPS MUSIC,0,1
NSE:TIRUMALCHM,894977,TIRUMALCHM,THIRUMALAI CHEMICALS,0,1
NSE:TIRUPATIFL,5704193,TIRUPATIFL,TIRUPATI FORGE,0,1
NSE:TITAGARH,3945985,TITAGARH,TITAGARH RAIL SYSTEMS,0,1
NSE:TITAN,897537,TITAN,TITAN COMPANY,0,1
NSE:TMB,2801921,TMB,TAMILNAD MERCA BANK,0,1
NSE:TMCV,194504193,TMCV,TATA MOTORS,0,1
NSE:TMPV,884737,TMPV,TATA MOTORS PASS VEH,0,1
NSE:TNPETRO,898305,TNPETRO,TAMILNADU PETROPRODUCTS L,0,1
NSE:TNPL,1018881,TNPL,TAMILNADU NEWSPRT & PAPER,0,1
NSE:TNTELE,899073,TNTELE,TAMILNADU TELECOMMUNICATI,0,1
NSE:TOLINS,6467073,TOLINS,TOLINS TYRES,0,1
NSE:TOP100INAV,6166017,TOP100INAV,ZERODHAAMC - TOP100INAV,0,1
NSE:TOP10AINAV,6445825,TOP10AINAV,DSPAMC - TOP10AINAV,0,1
NSE:TOP20INAV,7831041,TOP20INAV,MIRAEAMC - TOP20INAV,0,1
NSE:TORNTPHARM,900609,TORNTPHARM,TORRENT PHARMACEUTICALS L,0,1
NSE:TORNTPOWER,3529217,TORNTPOWER,TORRENT POWER,0,1
NSE:TOTAL,5740289,TOTAL,TOTAL TRANSPORT SYS,0,1
NSE:TOUCHWOOD,4328449,TOUCHWOOD,TOUCHWOOD ENTERTAIN,0,1
NSE:TPHQ,4350977,TPHQ,TEAMO PRODUCTIONS HQ,0,1
NSE:TPLPLASTEH,2360065,TPLPLASTEH,TPL PLASTECH,0,1
NSE:TRACXN,2964993,TRACXN,TRACXN TECHNOLOGIES,0,1
NSE:TRANSPEK,903937,TRANSPEK,TRANSPEK INDUSTRY,0,1
NSE:TRANSRAILL,7350785,TRANSRAILL,TRANSRAIL LIGHTING,0,1
NSE:TRAVELFOOD,193931521,TRAVELFOOD,TRAVEL FOOD SERVICES,0,1
NSE:TREEHOUSE,6420993,TREEHOUSE,TREE HOUSE EDU,0,1
NSE:TREJHARA,1924609,TREJHARA,TREJHARA SOLUTIONS,0,1
NSE:TREL,4555521,TREL,TRANSINDIA REAL ESTATE L,0,1
NSE:TRENT,502785,TRENT,TRENT,0,1
NSE:TRF,4604673,TRF,TRF,0,1
NSE:TRIDENT,2479361,TRIDENT,TRIDENT,0,1
NSE:TRIGYN,1389569,TRIGYN,TRIGYN TECHNOLOGIES,0,1
NSE:TRITURBINE,6549505,TRITURBINE,TRIVENI TURBINE,0,1
NSE:TRIVENI,3348737,TRIVENI,TRIVENI ENGG. & INDS.,0,1
NSE:TRU,2400769,TRU,TRUCAP FINANCE,0,1
NSE:TRUALT,194357761,TRUALT,TRUALT BIOENERGY,0,1
NSE:TSFINV,558849,TSFINV,TSF INVESTMENTS,0,1
NSE:TTKHLTCARE,2910465,TTKHLTCARE,TTK HEALTHCARE,0,1
NSE:TTKPRESTIG,907777,TTKPRESTIG,TTK PRESTIGE,0,1
NSE:TTL,3664385,TTL,T T,0,1
NSE:TTML,2292225,TTML,TATA TELESERV(MAHARASTRA),0,1
NSE:TURTLEMINT,193559041,TURTLEMINT,TURTLEMINT FINTECH SOLS L,0,1
NSE:TVSELECT,2883841,TVSELECT,TVS ELECTRONICS,0,1
NSE:TVSHLTD,7426049,TVSHLTD,TVS HOLDINGS,0,1
NSE:TVSMOTOR,2170625,TVSMOTOR,TVS MOTOR COMPANY ,0,1
NSE:TVSSCS,4646657,TVSSCS,TVS SUPPLY CHAIN SOL L,0,1
NSE:TVSSRICHAK,3646721,TVSSRICHAK,TVS SRICHAKRA,0,1
NSE:TVTODAY,2886401,TVTODAY,TV TODAY NETWORK,0,1
NSE:TVVISION,4737025,TVVISION,TV VISION,0,1
NSE:TWCGLDINAV,7832577,TWCGLDINAV,WEALTH - TWCGLDINAV,0,1
NSE:UBL,4278529,UBL,UNITED BREWERIES,0,1
NSE:UCAL,913921,UCAL,UCAL,0,1
NSE:UCOBANK,2873089,UCOBANK,UCO BANK,0,1
NSE:UDS,4892929,UDS,UPDATER SERVICES,0,1
NSE:UEL,6017793,UEL,UJAAS ENERGY,0,1
NSE:UFBL,800513,UFBL,UNITED FOODBRANDS,0,1
NSE:UFLEX,269569,UFLEX,UFLEX,0,1
NSE:UFO,2313985,UFO,UFO MOVIEZ INDIA,0,1
NSE:UGARSUGAR,5011969,UGARSUGAR,THE UGAR SUGAR WORKS,0,1
NSE:UGROCAP,1360129,UGROCAP,UGRO CAPITAL,0,1
NSE:UJJIVANSFB,3898369,UJJIVANSFB,UJJIVAN SMALL FINANC BANK,0,1
NSE:ULTRACEMCO,2952193,ULTRACEMCO,ULTRATECH CEMENT,0,1
NSE:ULTRAMAR,195318017,ULTRAMAR,ULTRAMARINE & PIGMENTS L,0,1
NSE:UMESLTD,4900353,UMESLTD,USHA MARTIN EDU & SOL,0,1
NSE:UNGOLDINAV,7600641,UNGOLDINAV,UNIONAMC - UNGOLDINAV,0,1
NSE:UNICHEMLAB,916225,UNICHEMLAB,UNICHEM LABORATORIES,0,1
NSE:UNIECOM,6351105,UNIECOM,UNICOMMERCE ESOLUTIONS L,0,1
NSE:UNIENTER,2891009,UNIENTER,UNIPHOS ENTERPRISES,0,1
NSE:UNIMECH,7413761,UNIMECH,UNIMECH AEROSPACE N MFG L,0,1
NSE:UNIONBANK,2752769,UNIONBANK,UNION BANK OF INDIA,0,1
NSE:UNIPARTS,3342593,UNIPARTS,UNIPARTS INDIA,0,1
NSE:UNITDSPR,2674433,UNITDSPR,UNITED SPIRITS,0,1
NSE:UNITECH,920065,UNITECH,UNITECH,0,1
NSE:UNITEDTEA,4607745,UNITEDTEA,UNITED NILGIRI TEA,0,1
NSE:UNIVCABLES,923393,UNIVCABLES,UNIVERSAL CABLES,0,1
NSE:UNOMINDA,3623425,UNOMINDA,UNO MINDA,0,1
NSE:UPL,2889473,UPL,UPL,0,1
NSE:URBANCO,194325505,URBANCO,URBAN COMPANY,0,1
NSE:URJA,5171969,URJA,URJA GLOBAL,0,1
NSE:USHAMART,2263041,USHAMART,USHA MARTIN,0,1
NSE:USK,3806977,USK,UDAYSHIVAKUMAR INFRA,0,1
NSE:UTIAMC,134913,UTIAMC,UTI ASSET MNGMT CO,0,1
NSE:UTINEXINAV,2604033,UTINEXINAV,UTINEXT50 INAV,0,1
NSE:UTISXNINAV,2606593,UTISXNINAV,UTISXN50 INAV,0,1
NSE:UTKARSHBNK,4443649,UTKARSHBNK,UTKARSH SMALL FIN BANK L,0,1
NSE:UTLSOLAR,194528257,UTLSOLAR,FUJIYAMA POWER SYSTEMS L,0,1
NSE:UTTAMSUGAR,3424257,UTTAMSUGAR,UTTAM SUGAR MILLS,0,1
NSE:UYFINCORP,6560257,UYFINCORP,U. Y. FINCORP,0,1
NSE:V2RETAIL,3780097,V2RETAIL,V2 RETAIL,0,1
NSE:VADILALIND,6194177,VADILALIND,VADILAL INDUSTRIES,0,1
NSE:VAIBHAVGBL,2909185,VAIBHAVGBL,VAIBHAV GLOBAL,0,1
NSE:VAKRANGEE,3415553,VAKRANGEE,VAKRANGEE,0,1
NSE:VAL30IINAV,6618625,VAL30IINAV,ICICIPRAMC - VAL30IINAV,0,1
NSE:VALUE,194946817,VALUE,MIRAEAMC - VALUE,0,1
NSE:VALUEAXIS,7719681,VALUEAXIS,AXISAMC-VALUEAXIS,0,1
NSE:VALUEINAV,7836929,VALUEINAV,MIRAEAMC - VALUEINAV,0,1
NSE:VAML,192044545,VAML,VEDANTA ALUMINIUM METAL L,0,1
NSE:VARDMNPOLY,933377,VARDMNPOLY,VARDHMAN POLYTEX,0,1
NSE:VARROC,987393,VARROC,VARROC ENGINEERING,0,1
NSE:VASWANI,6487041,VASWANI,VASWANI IND,0,1
NSE:VBL,4843777,VBL,VARUN BEVERAGES,0,1
NSE:VCL,2309121,VCL,VAXTEX COTFAB,0,1
NSE:VEDL,784129,VEDL,VEDANTA,0,1
NSE:VEDPOWER,192132609,VEDPOWER,VEDANTA POWER,0,1
NSE:VEEDOL,3588865,VEEDOL,VEEDOL CORPORATION,0,1
NSE:VENKEYS,961793,VENKEYS,VENKY S (INDIA),0,1
NSE:VENTIVE,7384833,VENTIVE,VENTIVE HOSPITALITY,0,1
NSE:VENUSPIPES,2455553,VENUSPIPES,VENUS PIPES & TUBES,0,1
NSE:VERANDA,2275841,VERANDA,VERANDA LEARNING SOL,0,1
NSE:VESUVIUS,941057,VESUVIUS,VESUVIUS INDIA,0,1
NSE:VGL,3525377,VGL,VARVEE GLOBAL,0,1
NSE:VGUARD,3932673,VGUARD,V-GUARD IND,0,1
NSE:VHL,3044353,VHL,VARDHMAN HOLDINGS,0,1
NSE:VIDHIING,3465217,VIDHIING,VIDHI SPCLTY F INGRDNTS L,0,1
NSE:VIDYAWIRES,194617345,VIDYAWIRES,VIDYA WIRES,0,1
NSE:VIJAYA,1429761,VIJAYA,VIJAYA DIAGNOSTIC CEN,0,1
NSE:VIKASECO,6593537,VIKASECO,VIKAS ECOTECH,0,1
NSE:VIKASLIFE,2542337,VIKASLIFE,VIKAS LIFECARE,0,1
NSE:VIKRAMSOLR,194419969,VIKRAMSOLR,VIKRAM SOLAR,0,1
NSE:VIKRAN,194297089,VIKRAN,VIKRAN ENGINEERING,0,1
NSE:VIMTALABS,3353857,VIMTALABS,VIMTA LABS,0,1
NSE:VINATIORGA,4445185,VINATIORGA,VINATI ORGANICS,0,1
NSE:VINCOFE,6613761,VINCOFE,VINTAGE COFFEE N BVRGS L,0,1
NSE:VINDHYATEL,945665,VINDHYATEL,VINDHYA TELELINKS,0,1
NSE:VINNY,3197441,VINNY,VINNY OVERSEAS,0,1
NSE:VINYLINDIA,4306177,VINYLINDIA,VINYL CHEMICALS (I),0,1
NSE:VIPIND,947969,VIPIND,VIP INDUSTRIES,0,1
NSE:VIRINCHI,3915521,VIRINCHI,VIRINCHI,0,1
NSE:VISAKAIND,1080577,VISAKAIND,VISAKA INDUSTRIES,0,1
NSE:VISHNU,1768449,VISHNU,VISHNU CHEMICALS,0,1
NSE:VISHWARAJ,3507713,VISHWARAJ,VISHWARAJ SUGAR IND,0,1
NSE:VISL,192074241,VISL,VEDANTA IRON AND STEEL L,0,1
NSE:VIVIDHA,7648513,VIVIDHA,VISAGAR POLYTEX,0,1
NSE:VIYASH,3659777,VIYASH,VIYASH SCIENTIFIC,0,1
NSE:VLSFINANCE,951041,VLSFINANCE,VLS FINANCE,0,1
NSE:VMART,7496705,VMART,VMART RETAIL,0,1
NSE:VMM,7160065,VMM,VISHAL MEGA MART,0,1
NSE:VOEPL,195050497,VOEPL,VIRTUOSO OPTOELECTRONIC L,0,1
NSE:VOGL,192094209,VOGL,VEDANTA OIL AND GAS,0,1
NSE:VOLTAMP,3475713,VOLTAMP,VOLTAMP TRANSFORMERS,0,1
NSE:VOLTAS,951809,VOLTAS,VOLTAS,0,1
NSE:VRAJ,6226177,VRAJ,VRAJ IRON AND STEEL,0,1
NSE:VRLLOG,2226177,VRLLOG,VRL LOGISTICS,0,1
NSE:VSSL,6929153,VSSL,VARDHMAN SPC STEEL,0,1
NSE:VSTIND,953345,VSTIND,VST INDUSTRIES,0,1
NSE:VSTL,5818881,VSTL,VIBHOR STEEL TUBES,0,1
NSE:VSTTILLERS,6218753,VSTTILLERS,VST TILLERS TRACTORS,0,1
NSE:VTL,530689,VTL,VARDHMAN TEXTILES,0,1
NSE:WAAREEENER,6632193,WAAREEENER,WAAREE ENERGIES,0,1
NSE:WAAREEINDO,5108481,WAAREEINDO,INDOSOLAR,0,1
NSE:WAAREERTL,193545729,WAAREERTL,WAAREE RENEWABLE TECH,0,1
NSE:WABAG,5168129,WABAG,VA TECH WABAG,0,1
NSE:WAKEFIT,194626305,WAKEFIT,WAKEFIT INNOVATIONS,0,1
NSE:WALCHANNAG,956417,WALCHANNAG,WALCHANDNAGAR INDUSTRIES,0,1
NSE:WANBURY,3600129,WANBURY,WANBURY,0,1
NSE:WCIL,6503169,WCIL,WESTERN CARRIERS (IND) L,0,1
NSE:WEALTH,492289,WEALTH,WEALTH FRST PORT. MG.,0,1
NSE:WEBELSOLAR,3738113,WEBELSOLAR,WEBSOL ENERGY SYSTEM,0,1
NSE:WEIZMANIND,959489,WEIZMANIND,WEIZMANN,0,1
NSE:WEL,2005761,WEL,WONDER ELECTRICALS,0,1
NSE:WELCORP,3026177,WELCORP,WELSPUN CORP,0,1
NSE:WELENT,2976257,WELENT,WELSPUN ENTERPRISES,0,1
NSE:WELSPLSOL,195320577,WELSPLSOL,WELSPUN SPECIALTY SOL L,0,1
NSE:WELSPUNLIV,2880769,WELSPUNLIV,WELSPUN LIVING,0,1
NSE:WENDT,1084161,WENDT,WENDT (INDIA),0,1
NSE:WESTLIFE,2964481,WESTLIFE,WESTLIFE FOODWORLD,0,1
NSE:WEWORK,194415105,WEWORK,WEWORK INDIA MANAGEMENT L,0,1
NSE:WHEELS,964097,WHEELS,WHEELS INDIA,0,1
NSE:WHIRLPOOL,4610817,WHIRLPOOL,WHIRLPOOL OF INDIA,0,1
NSE:WILLAMAGOR,965633,WILLAMAGOR,WILLIAMSON MAGOR,0,1
NSE:WINDLAS,1373697,WINDLAS,WINDLAS BIOTECH,0,1
NSE:WINDMACHIN,6392065,WINDMACHIN,WINDSOR MACHINES,0,1
NSE:WIPL,5243137,WIPL,THE WESTERN INDIA PLY,0,1
NSE:WIPRO,969473,WIPRO,WIPRO,0,1
NSE:WOCKPHARMA,1921537,WOCKPHARMA,WOCKHARDT,0,1
NSE:WONDERLA,768513,WONDERLA,WONDERLA HOLIDAYS,0,1
NSE:WORTHPERI,5702913,WORTHPERI,WORTH PERIPHERALS,0,1
NSE:WPIL,195322369,WPIL,W P I L,0,1
NSE:WSI,3795969,WSI,W.S.INDUSTRIES (I),0,1
NSE:WSTCSTPAPR,972545,WSTCSTPAPR,WEST COAST PAPER MILLS LT,0,1
NSE:XCHANGING,2996481,XCHANGING,XCHANGING SOLUTIONS,0,1
NSE:XELPMOC,2170113,XELPMOC,XELPMOC DESIGN & TECH,0,1
NSE:XPROINDIA,2920193,XPROINDIA,XPRO INDIA,0,1
NSE:XTGLOBAL,6460161,XTGLOBAL,XTGLOBAL INFOTECH,0,1
NSE:YASHO,4641537,YASHO,YASHO INDUSTRIES,0,1
NSE:YATHARTH,4540929,YATHARTH,YATHARTH HOSP & TRA C S L,0,1
NSE:YATRA,4802561,YATRA,YATRA ONLINE,0,1
NSE:YESBANK,3050241,YESBANK,YES BANK,0,1
NSE:YUKEN,1408257,YUKEN,YUKEN INDIA,0,1
NSE:ZAGGLE,4763649,ZAGGLE,ZAGGLE PREPA OCEAN SER L,0,1
NSE:ZEEL,975873,ZEEL,ZEE ENTERTAINMENT ENT,0,1
NSE:ZEEMEDIA,3584769,ZEEMEDIA,ZEE MEDIA CORPORATION,0,1
NSE:ZENITHEXPO,1069057,ZENITHEXPO,ZENITH EXPORTS,0,1
NSE:ZENITHSTL,3727873,ZENITHSTL,ZENITH STEEL PIP IND,0,1
NSE:ZENSARTECH,275457,ZENSARTECH,ZENSAR TECHNOLOGIES ,0,1
NSE:ZENTEC,1922049,ZENTEC,ZEN TECHNOLOGIES,0,1
NSE:ZFCVINDIA,4330241,ZFCVINDIA,ZF COM VE CTR SYS IND,0,1
NSE:ZFSTEERING,1082625,ZFSTEERING,Z F STEERING GEAR (I),0,1
NSE:ZODIACLOTH,978177,ZODIACLOTH,ZODIAC CLOTHING CO.,0,1
NSE:ZOTA,2916865,ZOTA,ZOTA HEALTH CARE,0,1
NSE:ZSARACOM,195324161,ZSARACOM,SARASWATI COMM (INDIA) L,0,1
NSE:ZUARI,7436801,ZUARI,ZUARI AGRO CHEMICALS,0,1
NSE:ZUARIIND,979713,ZUARIIND,ZUARI INDUSTRIES,0,1
NSE:ZYDUSLIFE,2029825,ZYDUSLIFE,ZYDUS LIFESCIENCES,0,1
NSE:ZYDUSWELL,4514561,ZYDUSWELL,ZYDUS WELLNESS,0,1
